OBJECTID,natcode,name,natLevName,countyId,countyCode,county,countyMn,regionId,regionCode,region,pop2015,Longitude,Latitude
"1,713",166057,Ștefan cel Mare,Comuna,37,378,Vaslui,VS,1,813,Nord-Est,"3,478",27.6012154,46.7341194
"1,714",57902,Gilău,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"8,646",23.3372746,46.7266769
"1,715",28763,Cociuba Mare,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,925",22.0329762,46.7195816
"1,716",28139,Căpîlna,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"1,507",22.1235466,46.7315407
"1,717",27383,Batăr,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"5,642",21.7899933,46.7086372
"1,718",30648,Răbăgani,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,036",22.2430191,46.7511101
"1,719",58464,Mărgău,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"1,586",22.8844662,46.7159920
"1,720",34422,Silivașu de Cîmpie,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"1,015",24.2849922,46.7847519
"1,721",121153,Bahna,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"3,576",26.7952442,46.7684593
"1,722",84594,Lăzarea,Comuna,19,190,Harghita,HR,7,877,Centru,"3,627",25.5198154,46.7667046
"1,723",27846,Budureasa,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,696",22.7192574,46.6582832
"1,724",122249,Dămuc,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"3,094",25.8976288,46.7404442
"1,725",165130,Oșești,Comuna,37,378,Vaslui,VS,1,813,Nord-Est,"3,444",27.4475040,46.7670975
"1,726",121732,Borlești,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"9,530",26.4419403,46.7745972
"1,727",56461,Călățele,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"2,464",23.0219765,46.7439194
"1,728",56522,Cămărașu,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"2,787",24.1199455,46.7900238
"1,729",35312,Urmeniș,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"1,999",24.3666515,46.7890129
"1,730",166636,Văleni,Comuna,37,378,Vaslui,VS,1,813,Nord-Est,"5,087",27.7552299,46.7528610
"1,731",22576,Filipești,Comuna,4,47,Bacău,BC,1,813,Nord-Est,"4,709",26.8877735,46.7661438
"1,732",167240,Rafaila,Comuna,37,378,Vaslui,VS,1,813,Nord-Est,"2,085",27.3708534,46.7907562
"1,733",58393,Mănăstireni,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"1,465",23.1076183,46.7869186
"1,734",123255,Oniceni,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"3,729",27.1689968,46.7869720
"1,735",28077,Căbești,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"1,859",22.4893570,46.7963676
"1,736",85412,Remetea,Comuna,19,190,Harghita,HR,7,877,Centru,"6,366",25.3844986,46.8028412
"1,737",117550,Ibănești,Comuna,26,261,Mureș,MS,7,877,Centru,"4,286",25.1522942,46.7670288
"1,738",58623,Mociu,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"3,375",24.0346146,46.7949333
"1,739",124885,Valea Ursului,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"4,247",27.0798931,46.7930717
"1,740",83561,Gheorgheni,"Municipiu, altul decat resedinta de judet",19,190,Harghita,HR,7,877,Centru,"20,168",25.6783142,46.7567825
"1,741",167295,Ferești,Comuna,37,378,Vaslui,VS,1,813,Nord-Est,"2,193",27.7119598,46.7903786
"1,742",123674,Podoleni,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"5,788",26.6331635,46.8062134
"1,743",166985,Vulturești,Comuna,37,378,Vaslui,VS,1,813,Nord-Est,"2,225",27.5313663,46.7971725
"1,744",123228,Moldoveni,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"2,196",26.8004913,46.8229218
"1,745",31841,Tulca,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,762",21.7788792,46.7776108
"1,746",56568,Căpușu Mare,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"3,147",23.2383537,46.7787094
"1,747",167071,Zăpodeni,Comuna,37,378,Vaslui,VS,1,813,Nord-Est,"3,871",27.6492004,46.7632790
"1,748",117783,Ideciu de Jos,Comuna,26,261,Mureș,MS,7,877,Centru,"2,132",24.7995911,46.8261795
"1,749",56354,Căianu,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"2,389",23.9163227,46.8152008
"1,750",165899,Solești,Comuna,37,378,Vaslui,VS,1,813,Nord-Est,"3,877",27.8191414,46.7630043
"1,751",30470,Pomezeu,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,858",22.3054695,46.7962608
"1,752",119723,Suseni,Comuna,26,261,Mureș,MS,7,877,Centru,"2,360",24.7100544,46.8336334
"1,753",59283,Săcuieu,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"1,518",22.8147964,46.7831764
"1,754",31057,Sîmbăta,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"1,383",22.2022896,46.7996254
"1,755",33881,Milaș,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"1,307",24.4261360,46.8271828
"1,756",31789,Tinca,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"8,377",21.9197559,46.7640724
"1,757",117426,Hodac,Comuna,26,261,Mureș,MS,7,877,Centru,"5,142",25.0115623,46.8204231
"1,758",121297,Bicaz-Chei,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"4,644",25.8281193,46.8244247
"1,759",29573,Holod,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"3,185",22.1126442,46.7994347
"1,760",162149,Arsura,Comuna,37,378,Vaslui,VS,1,813,Nord-Est,"1,674",28.0464458,46.7971878
"1,761",33845,Miceștii de Cîmpie,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"1,136",24.3122654,46.8448601
"1,762",123479,Piatra Șoimului,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"8,620",26.3535290,46.8197250
"1,763",117319,Gurghiu,Comuna,26,261,Mureș,MS,7,877,Centru,"6,239",24.9031372,46.7441101
"1,764",59434,Sâncraiu,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"1,602",22.9716663,46.8265457
"1,765",163618,Drînceni,Comuna,37,378,Vaslui,VS,1,813,Nord-Est,"4,763",28.1485329,46.7693253
"1,766",58259,Jucu,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"4,270",23.8058586,46.8513145
"1,767",58204,Izvoru Crișului,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"1,567",23.1205406,46.8446426
"1,768",163734,Dumești,Comuna,37,378,Vaslui,VS,1,813,Nord-Est,"3,864",27.3084068,46.8325920
"1,769",30844,Roșia,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,477",22.4279156,46.8292809
"1,770",56773,Cătina,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"1,921",24.1673832,46.8546219
"1,771",85877,Subcetate,Comuna,19,190,Harghita,HR,7,877,Centru,"1,901",25.3843002,46.8581619
"1,772",161856,Negrești,Oras,37,378,Vaslui,VS,1,813,Nord-Est,"10,482",27.4730453,46.8367996
"1,773",115147,Aluniș,Comuna,26,261,Mureș,MS,7,877,Centru,"3,182",24.8616829,46.8903809
"1,774",58794,Pălatca,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"1,144",23.9864063,46.8674049
"1,775",120824,Săvinești,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"6,690",26.4729252,46.8627205
"1,776",84344,Ditrău,Comuna,19,190,Harghita,HR,7,877,Centru,"5,919",25.5444775,46.8459396
"1,777",124493,Tarcău,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"3,509",26.1328144,46.7672501
"1,778",115897,Brîncovenești,Comuna,26,261,Mureș,MS,7,877,Centru,"4,060",24.7424660,46.8810349
"1,779",26975,Salonta,"Municipiu, altul decat resedinta de judet",5,56,Bihor,BH,6,868,Nord-Vest,"19,535",21.6090717,46.7973061
"1,780",57831,Geaca,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"1,575",24.0708733,46.8773270
"1,781",57948,Gîrbău,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"2,351",23.3771477,46.8206787
"1,782",34477,Sînmihaiu de Cîmpie,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"1,461",24.3345547,46.8957138
"1,783",55446,Huedin,Oras,12,127,Cluj,CJ,6,868,Nord-Vest,"9,618",23.0151711,46.8649673
"1,784",120771,Dumbrava Roșie,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"8,284",26.4254169,46.8803253
"1,785",124563,Tașca,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"2,631",26.0044785,46.8833046
"1,786",30014,Mădăras,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,824",21.7893639,46.8429375
"1,787",119153,Rușii-Munți,Comuna,26,261,Mureș,MS,7,877,Centru,"2,218",24.9378090,46.9141693
"1,788",84460,Gălăuțaș,Comuna,19,190,Harghita,HR,7,877,Centru,"2,523",25.3731022,46.8960953
"1,789",56210,Bonțida,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"4,853",23.8238621,46.9006424
"1,790",29813,Lăzăreni,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"3,175",22.0518436,46.8587646
"1,791",121340,Bicazu Ardelean,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"3,943",25.8766918,46.8886223
"1,792",29662,Husasău de Tinca,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,336",21.9055519,46.8551979
"1,793",56265,Borșa,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"1,399",23.6494350,46.9218979
"1,794",29154,Dobrești,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"5,428",22.3092346,46.8704185
"1,795",59041,Poieni,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"5,131",22.8865128,46.8912582
"1,796",59586,Sînpaul,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"2,294",23.4132671,46.9030380
"1,797",28335,Ceica,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"3,603",22.1916008,46.8749886
"1,798",85528,Sărmaș,Comuna,19,190,Harghita,HR,7,877,Centru,"4,006",25.4712639,46.9073830
"1,799",125098,Dochia,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"2,568",26.5776253,46.9143867
"1,800",27935,Bulz,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,165",22.6593018,46.8304443
"1,801",59416,Sic,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"2,444",23.9001331,46.9287682
"1,802",55473,Aghireșu,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"6,845",23.2588024,46.8692436
"1,803",98202,Moșna,Comuna,22,225,Iași,IS,1,813,Nord-Est,"5,028",27.9735699,46.9145622
"1,804",28246,Cefa,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,373",21.6921158,46.9025574
"1,805",33952,Monor,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"1,452",24.7016258,46.9435883
"1,806",31510,Șuncuiuș,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"3,229",22.5138054,46.9118805
"1,807",97553,Ipatele,Comuna,22,225,Iași,IS,1,813,Nord-Est,"1,846",27.4301262,46.9152946
"1,808",141081,Fildu de Jos,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"1,378",22.9930515,46.9238358
"1,809",32195,Gepiu,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"1,840",21.7950211,46.9175568
"1,810",122702,Girov,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"5,203",26.4935875,46.9463501
"1,811",116545,Deda,Comuna,26,261,Mureș,MS,7,877,Centru,"4,388",24.8754292,46.9639206
"1,812",27686,Bratca,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"5,009",22.6053753,46.8985138
"1,813",29341,Drăgești,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,612",22.1274509,46.9178200
"1,814",29519,Hidișelu de Sus,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"3,145",22.0148487,46.9203453
"1,815",60099,Vultureni,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"1,389",23.5695972,46.9615517
"1,816",86133,Tulgheș,Comuna,19,190,Harghita,HR,7,877,Centru,"3,256",25.7201271,46.9119263
"1,817",122285,Dobreni,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"1,778",26.4210224,46.9941864
"1,818",139982,Almașu,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"2,180",23.0465908,46.9679832
"1,819",120968,Bicaz,Oras,27,270,Neamț,NT,1,813,Nord-Est,"8,706",26.0529366,46.9551163
"1,820",60169,Negreni,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"2,396",22.7409306,46.9591751
"1,821",140869,Cuzăplac,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"1,734",23.2968235,46.9249649
"1,822",143147,Zimbor,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"1,022",23.2971287,46.9806824
"1,823",32090,Vârciorog,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,124",22.2961044,46.9608841
"1,824",57546,Dăbîca,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"1,457",23.7043285,46.9489326
"1,825",55776,Așchileu,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"1,607",23.4689617,46.9807587
"1,826",119625,Stînceni,Comuna,26,261,Mureș,MS,7,877,Centru,"1,479",25.2334957,46.9462700
"1,827",34850,Șieuț,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"2,670",24.7338505,47.0146523
"1,828",31976,Vadu Crișului,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"4,085",22.4726067,46.9502335
"1,829",33015,Chiochiș,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"2,993",24.1841640,46.9790459
"1,830",32179,Sănnicolau Romăn,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,247",21.7307663,46.9694061
"1,831",55384,Gherla,"Municipiu, altul decat resedinta de judet",12,127,Cluj,CJ,6,868,Nord-Vest,"23,258",23.8823433,47.0121803
"1,832",34645,Șieu,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"3,005",24.5997524,47.0009995
"1,833",57644,Fizeșu Gherlii,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"2,699",23.9213390,46.9861069
"1,834",26582,Sînmartin,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"10,606",21.9794464,46.9793587
"1,835",28816,Copăcel,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,166",22.1652031,46.9752274
"1,836",122392,Dragomirești,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"2,272",26.5769196,47.0295181
"1,837",30069,Măgești,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,699",22.4472599,46.9979820
"1,838",33658,Matei,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"2,650",24.2534866,46.9899483
"1,839",124411,Ștefan cel Mare,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"3,151",26.5472164,46.9813995
"1,840",59498,Sânmărtin,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"1,408",24.0706120,47.0098305
"1,841",26742,Aștileu,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"3,744",22.3830280,46.9928780
"1,842",30149,Nojorid,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"5,266",21.8670444,46.9710045
"1,843",122025,Ceahlău,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"2,498",25.9482517,47.0112228
"1,844",142676,Sînmihaiu Almașului,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"1,681",23.2177544,47.0460854
"1,845",84148,Corbu,Comuna,19,190,Harghita,HR,7,877,Centru,"1,498",25.6532497,47.0062752
"1,846",31878,Țețchea,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"3,241",22.2961941,47.0233765
"1,847",141027,Dragu,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"1,354",23.4066925,47.0270538
"1,848",27560,Borod,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"4,051",22.6240807,47.0168228
"1,849",122864,Grințieș,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"2,520",25.8384056,47.0263519
"1,850",33435,Lechința,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"6,276",24.3302555,47.0109215
"1,851",55623,Aluniș,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"1,224",23.7459831,47.0516739
"1,852",58856,Panticeu,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"1,763",23.5399857,47.0329704
"1,853",120138,Vătava,Comuna,26,261,Mureș,MS,7,877,Centru,"1,980",24.8358517,47.0151176
"1,854",58552,Mintiu Gherlii,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"3,866",23.9224377,47.0675583
"1,855",30274,Oșorhei,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"6,684",22.0575562,47.0258789
"1,856",123969,Războieni,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"2,323",26.5544128,47.0752220
"1,857",139937,Agrij,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"1,416",23.1040459,47.0599098
"1,858",83632,Toplița,"Municipiu, altul decat resedinta de judet",19,190,Harghita,HR,7,877,Centru,"16,129",25.3543377,46.9987717
"1,859",179686,Dumitrița,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"3,245",24.7338085,47.0772095
"1,860",30871,Săcădat,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"1,811",22.1536312,47.0447311
"1,861",26653,Sîntandrei,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"5,400",21.8396320,47.0578270
"1,862",118058,Lunca Bradului,Comuna,26,261,Mureș,MS,7,877,Centru,"2,108",25.1288128,46.9637833
"1,863",32704,Budacu de Jos,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"3,229",24.5272598,47.0842361
"1,864",32884,Cetate,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"2,891",24.6613274,47.1058388
"1,865",118931,Răstolița,Comuna,26,261,Mureș,MS,7,877,Centru,"1,876",25.0164928,47.0321007
"1,866",142612,Sîg,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"3,360",22.7760849,47.0405426
"1,867",32201,Toboliu,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,105",21.7115517,47.0383911
"1,868",34075,Nușeni,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"2,881",24.1843128,47.0940323
"1,869",179631,Treznea,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"1,041",23.0898285,47.1031723
"1,870",29467,Girișu de Criș,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"3,826",21.7722073,47.0668793
"1,871",122953,Hangu,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"3,992",26.0727978,47.0614891
"1,872",140208,Bănișor,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"2,049",22.8341713,47.1072464
"1,873",29902,Lugașu de Jos,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"3,650",22.3455772,47.0834389
"1,874",29724,Ineu,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"4,718",22.1070614,47.0977516
"1,875",31716,Tileagd,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"7,092",22.2112103,47.0678635
"1,876",32161,Paleu,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,648",21.9954872,47.1030464
"1,877",97517,Horlești,Comuna,22,225,Iași,IS,1,813,Nord-Est,"3,145",27.3936081,47.1212921
"1,878",142426,Românași,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"3,119",23.1702213,47.1108971
"1,879",34770,Șieu-Odorhei,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"2,383",24.2695808,47.1323547
"1,880",142337,Plopiș,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"2,588",22.6281929,47.1061630
"1,881",26564,Oradea,Municipiu resedinta de judet,5,56,Bihor,BH,6,868,Nord-Vest,"223,237",21.9210644,47.0665855
"1,882",56096,Bobîlna,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"1,512",23.6552601,47.1320114
"1,883",32660,Braniștea,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"3,159",24.0762081,47.1555443
"1,884",59130,Recea-Cristur,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"1,385",23.5418034,47.1132927
"1,885",26699,Aleșd,Oras,5,56,Bihor,BH,6,868,Nord-Vest,"11,327",22.4170418,47.0955048
"1,886",123790,Poiana Teiului,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"4,997",25.9271011,47.1205444
"1,887",142079,Meseșenii de Jos,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"3,116",22.9844189,47.1432991
"1,888",32483,Beclean,Oras,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"12,239",24.1763973,47.1656151
"1,889",141232,Gîrbou,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"2,219",23.4298935,47.1454468
"1,890",27757,Brusturi,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"3,721",22.2785244,47.1416512
"1,891",124849,Urecheni,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"4,181",26.5302887,47.1753693
"1,892",141312,Halmășd,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"2,441",22.5967560,47.1525421
"1,893",55062,Cuzdrioara,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"2,945",23.9229755,47.1796188
"1,894",27631,Borș,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"4,131",21.8319855,47.1335182
"1,895",28415,Cetariu,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,174",22.0496483,47.1516953
"1,896",27436,Biharia,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"4,397",21.9247684,47.1607056
"1,897",33541,Livezile,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"5,052",24.7087059,47.1454239
"1,898",143067,Zalha,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,914,23.5292187,47.1976357
"1,899",139704,Zalău,Municipiu resedinta de judet,31,314,Sălaj,SJ,6,868,Nord-Vest,"69,934",23.0785828,47.1784630
"1,900",34173,Petru Rareș,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"3,839",24.0051575,47.2052689
"1,901",122551,Farcașa,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"3,237",25.8717899,47.1772461
"1,902",143021,Vîrșolț,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"2,322",22.9430923,47.2034225
"1,903",140672,Creaca,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"2,785",23.2221699,47.1945114
"1,904",33382,Josenii Bîrgăului,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"5,352",24.6716995,47.2102547
"1,905",59942,Vad,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"2,042",23.7338657,47.2205124
"1,906",31128,Sîrbi,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,526",22.1392803,47.1768723
"1,907",33202,Dumitra,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"5,404",24.4359226,47.2158775
"1,908",31208,Spinuș,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"1,194",22.1999874,47.2017174
"1,909",140770,Cristolț,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"1,278",23.4453468,47.2165070
"1,910",35269,Uriu,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"3,722",24.0827961,47.2151108
"1,911",179695,Șimișna,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"1,241",23.6116695,47.2165108
"1,912",96003,Ungheni,Comuna,22,225,Iași,IS,1,813,Nord-Est,"4,436",27.7417984,47.2046051
"1,913",29038,Derna,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,714",22.2889709,47.2065582
"1,914",149682,Panaci,Comuna,33,332,Suceava,SV,1,813,Nord-Est,"2,311",25.4459038,47.2031136
"1,915",34235,Prundu Bîrgăului,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"6,500",24.7337151,47.2313919
"1,916",97679,Lețcani,Comuna,22,225,Iași,IS,1,813,Nord-Est,"7,607",27.4079895,47.1892548
"1,917",98220,Moțca,Comuna,22,225,Iași,IS,1,813,Nord-Est,"5,501",26.6194706,47.2263718
"1,918",142122,Mirșid,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"2,404",23.1474628,47.2286110
"1,919",179953,Ciceu - Mihăiești,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"1,215",23.9550915,47.2186928
"1,920",57314,Cîțcău,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"2,303",23.7948112,47.2345543
"1,921",141722,Ip,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"3,820",22.6276817,47.2257385
"1,922",123521,Pipirig,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"9,056",26.0529060,47.2226563
"1,923",33122,Chiuza,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"2,233",24.2331867,47.2423286
"1,924",95747,Aroneanu,Comuna,22,225,Iași,IS,1,813,Nord-Est,"3,689",27.6139469,47.2283745
"1,925",139884,Șimleu Silvaniei,Oras,31,314,Sălaj,SJ,6,868,Nord-Vest,"17,430",22.7881336,47.2307930
"1,926",140823,Crișeni,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"2,974",23.0646820,47.2523575
"1,927",30568,Popești,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"8,135",22.4141426,47.2056541
"1,928",32153,Tămășeu,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"2,052",21.9065533,47.2188225
"1,929",31262,Suplacu de Barcău,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"4,576",22.5020809,47.2407990
"1,930",142284,Pericei,Comuna,31,314,Sălaj,SJ,6,868,Nord-Vest,"3,885",22.8753986,47.2380943
"1,931",56666,Cășeiu,Comuna,12,127,Cluj,CJ,6,868,Nord-Vest,"4,791",23.8701591,47.2129059
"1,932",150445,Șaru Dornei,Comuna,33,332,Suceava,SV,1,813,Nord-Est,"4,239",25.2816067,47.2102547
"1,933",33989,Nimigea,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"5,447",24.3192234,47.2491875
"1,934",121652,Borca,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"6,666",25.7878399,47.1976013
"1,935",31011,Sălard,Comuna,5,56,Bihor,BH,6,868,Nord-Vest,"4,467",22.0278263,47.2260666
"1,936",32955,Ciceu-Giurgești,Comuna,6,65,Bistrița-Năsăud,BN,6,868,Nord-Vest,"1,572",23.9896450,47.2735901
"1,937",147358,Broșteni,Oras,33,332,Suceava,SV,1,813,Nord-Est,"6,548",25.6241665,47.2175980
"1,938",121938,Brusturi,Comuna,27,270,Neamț,NT,1,813,Nord-Est,"4,027",26.3388500,47.2855492
